Transaction ID,Customer ID,Purchase Date,Age,Gender,Location,Online/Offline,Online Store,Category,Item Purchased,Brand,Color,Size,Quantity,Purchase Amount (₹),Discount (%),Festival/Sale,Shipping Charge (₹),Delivery Speed,Delivery Time (Days),Subscription Status,Payment Method,Review Rating,Return Status,Previous Purchases,Frequency of Purchases,Year,Month Number,Month,Year-Month,Quarter,Day of Week,Age Group,Returned,Subscribed,Online Purchase,Sale Purchase,Average Amount per Item (₹),Has Discount,Has Shipping Charge
TXN508683,CUST002340,2024-10-07,61,Male,Indore,Online,Nykaa,Clothing,Hoodie,Adidas,Brown,XXL,2,9384,43,Diwali Sale,99,Standard,4,No,Credit Card,4,Not Returned,26,Weekly,2024,10,October,2024-10,Q4,Monday,55-64,False,False,True,True,4692.0,True,True
TXN508684,CUST003371,2024-05-30,56,Male,Bhubaneswar,Online,Nykaa,Clothing,T-shirt,Adidas,White,XS,1,1516,5,Standard Day,60,Express,2,No,Credit Card,3,Not Returned,38,Weekly,2024,5,May,2024-05,Q2,Thursday,55-64,False,False,True,False,1516.0,True,True
TXN508685,CUST001457,2023-09-20,54,Female,Chandigarh,Online,Myntra,Clothing,Jacket,Puma,Black,S,1,5003,15,Standard Day,0,Standard,7,Yes,UPI,2,Returned,3,Quarterly,2023,9,September,2023-09,Q3,Wednesday,45-54,True,True,True,False,5003.0,True,False
TXN508686,CUST000627,2024-03-22,54,Female,Mumbai,Online,Nykaa,Clothing,Jeans,Allen Solly,Black,S,2,3981,10,Standard Day,0,Express,2,Yes,Credit Card,3,Not Returned,25,Weekly,2024,3,March,2024-03,Q1,Friday,45-54,False,True,True,False,1990.5,True,False
TXN508687,CUST003093,2024-07-24,19,Female,Ahmedabad,Online,Flipkart,Clothing,Shorts,HRX,White,L,1,495,4,Standard Day,40,Standard,6,No,UPI,2,Returned,53,Weekly,2024,7,July,2024-07,Q3,Wednesday,18-24,True,False,True,False,495.0,True,True
TXN508688,CUST001132,2024-03-17,30,Female,Jaipur,Online,Ajio,Footwear,Running Shoes,Puma,White,6,1,11992,9,Standard Day,40,Standard,6,No,Cash on Delivery,3,Not Returned,35,Weekly,2024,3,March,2024-03,Q1,Sunday,25-34,False,False,True,False,11992.0,True,True
TXN508689,CUST003236,2023-09-16,58,Female,Chennai,Offline,In-Store Purchase,Clothing,Trousers,Levis,Black,M,1,2710,4,Standard Day,0,N/A (Offline),0,Yes,Cash,4,Not Returned,32,Fortnightly,2023,9,September,2023-09,Q3,Saturday,55-64,False,True,False,False,2710.0,True,False
TXN508690,CUST001516,2023-07-20,53,Female,Chandigarh,Online,Nykaa,Footwear,Slippers,Zara,Brown,7,2,738,9,Standard Day,60,Express,2,No,Net Banking,4,Returned,4,Quarterly,2023,7,July,2023-07,Q3,Thursday,45-54,True,False,True,False,369.0,True,True
TXN508691,CUST003112,2023-07-04,24,Female,Bangalore,Online,Ajio,Clothing,Saree,FabIndia,Blue,XS,2,23139,10,Standard Day,40,Same Day,0,No,UPI,4,Returned,1,Rarely,2023,7,July,2023-07,Q3,Tuesday,18-24,True,False,True,False,11569.5,True,True
TXN508692,CUST002326,2023-12-01,19,Female,Bhubaneswar,Offline,In-Store Purchase,Footwear,Sandals,Max,Brown,11,1,1742,9,Standard Day,0,N/A (Offline),0,No,Debit Card,3,Not Returned,2,Quarterly,2023,12,December,2023-12,Q4,Friday,18-24,False,False,False,False,1742.0,True,False
TXN508693,CUST001738,2024-02-15,40,Male,Hyderabad,Online,Ajio,Accessories,Bag,Tommy Hilfiger,Brown,Free Size,1,2272,15,Standard Day,0,Standard,7,Yes,UPI,2,Not Returned,11,Fortnightly,2024,2,February,2024-02,Q1,Thursday,35-44,False,True,True,False,2272.0,True,False
TXN508694,CUST000566,2024-10-15,18,Female,Bhubaneswar,Online,Myntra,Accessories,Bag,Levis,Black,Free Size,1,2140,9,Standard Day,0,Standard,6,Yes,UPI,2,Not Returned,4,Quarterly,2024,10,October,2024-10,Q4,Tuesday,18-24,False,True,True,False,2140.0,True,False
TXN508695,CUST002666,2024-07-14,22,Female,Delhi,Online,Nykaa,Accessories,Socks,Fastrack,Beige,Free Size,4,840,8,Standard Day,60,Standard,3,No,Credit Card,3,Not Returned,4,Quarterly,2024,7,July,2024-07,Q3,Sunday,18-24,False,False,True,False,210.0,True,True
TXN508696,CUST003312,2023-04-03,24,Male,Gurgaon,Online,Amazon,Clothing,Shirt,Max,Beige,XS,2,2945,15,Standard Day,40,Standard,6,No,UPI,2,Returned,37,Weekly,2023,4,April,2023-04,Q2,Monday,18-24,True,False,True,False,1472.5,True,True
TXN508697,CUST001160,2024-10-04,43,Male,Ahmedabad,Online,Amazon,Footwear,Heels,Bata,Red,9,4,6233,2,Standard Day,0,Standard,6,No,UPI,1,Returned,58,Weekly,2024,10,October,2024-10,Q4,Friday,35-44,True,False,True,False,1558.25,True,False
TXN508698,CUST000667,2023-09-07,41,Female,Chandigarh,Online,Flipkart,Clothing,Shorts,HRX,Navy,L,1,849,7,Standard Day,40,Standard,4,No,Cash on Delivery,3,Not Returned,11,Monthly,2023,9,September,2023-09,Q3,Thursday,35-44,False,False,True,False,849.0,True,True
TXN508699,CUST002797,2023-04-29,41,Female,Jaipur,Offline,In-Store Purchase,Footwear,Sneakers,Nike,Blue,11,1,20559,5,Standard Day,0,N/A (Offline),0,Yes,Credit Card,5,Not Returned,20,Weekly,2023,4,April,2023-04,Q2,Saturday,35-44,False,True,False,False,20559.0,True,False
TXN508700,CUST002968,2024-09-25,63,Male,Lucknow,Online,Myntra,Clothing,Jacket,HRX,Green,XL,4,7621,6,Standard Day,0,Express,2,Yes,UPI,3,Returned,25,Fortnightly,2024,9,September,2024-09,Q3,Wednesday,55-64,True,True,True,False,1905.25,True,False
TXN508701,CUST001338,2023-01-18,37,Male,Pune,Offline,In-Store Purchase,Clothing,T-shirt,Adidas,White,XL,3,7944,14,In-Store Festival Offer,0,N/A (Offline),0,Yes,Cash,5,Not Returned,0,Rarely,2023,1,January,2023-01,Q1,Wednesday,35-44,False,True,False,True,2648.0,True,False
TXN508702,CUST003216,2023-01-02,57,Female,Visakhapatnam,Online,Meesho,Clothing,Dress,Roadster,Blue,L,1,1110,12,Standard Day,99,Standard,4,No,Wallet,4,Not Returned,1,Rarely,2023,1,January,2023-01,Q1,Monday,55-64,False,False,True,False,1110.0,True,True
TXN508703,CUST003285,2023-05-28,41,Male,Chennai,Online,Myntra,Clothing,Jacket,Allen Solly,Blue,XS,1,2396,3,Standard Day,0,Express,2,Yes,UPI,5,Not Returned,1,Rarely,2023,5,May,2023-05,Q2,Sunday,35-44,False,True,True,False,2396.0,True,False
TXN508704,CUST000017,2024-03-13,25,Male,Indore,Online,Meesho,Clothing,T-shirt,HRX,Black,XS,1,558,7,Standard Day,0,Standard,5,Yes,UPI,3,Returned,10,Monthly,2024,3,March,2024-03,Q1,Wednesday,25-34,True,True,True,False,558.0,True,False
TXN508705,CUST001087,2024-03-19,37,Male,Ahmedabad,Online,Meesho,Footwear,Running Shoes,Adidas,Blue,11,3,26898,0,Standard Day,0,Standard,4,Yes,Wallet,4,Not Returned,45,Weekly,2024,3,March,2024-03,Q1,Tuesday,35-44,False,True,True,False,8966.0,False,False
TXN508706,CUST002217,2023-06-26,22,Female,Kochi,Offline,In-Store Purchase,Clothing,Shorts,Max,Black,XXL,1,1020,5,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,0,Rarely,2023,6,June,2023-06,Q2,Monday,18-24,False,False,False,False,1020.0,True,False
TXN508707,CUST002591,2023-10-29,62,Female,Pune,Online,Myntra,Clothing,Kurta,FabIndia,Grey,XS,1,4732,15,Standard Day,40,Standard,7,No,Cash on Delivery,3,Returned,10,Monthly,2023,10,October,2023-10,Q4,Sunday,55-64,True,False,True,False,4732.0,True,True
TXN508708,CUST001322,2024-07-10,44,Male,Bhubaneswar,Online,Flipkart,Clothing,Jacket,Allen Solly,Grey,XL,1,6715,3,Standard Day,0,Standard,4,Yes,Debit Card,5,Returned,5,Quarterly,2024,7,July,2024-07,Q3,Wednesday,35-44,True,True,True,False,6715.0,True,False
TXN508709,CUST002051,2024-03-05,48,Male,Jaipur,Offline,In-Store Purchase,Clothing,Kurta,FabIndia,Beige,XL,1,3032,3,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,0,Rarely,2024,3,March,2024-03,Q1,Tuesday,45-54,False,False,False,False,3032.0,True,False
TXN508710,CUST003263,2024-02-06,22,Male,Hyderabad,Online,Amazon,Clothing,Shorts,Allen Solly,Beige,XS,4,2738,10,Standard Day,40,Express,2,No,Debit Card,5,Not Returned,30,Fortnightly,2024,2,February,2024-02,Q1,Tuesday,18-24,False,False,True,False,684.5,True,True
TXN508711,CUST002113,2024-09-09,38,Female,Pune,Offline,In-Store Purchase,Footwear,Formal Shoes,Bata,Beige,7,1,2577,9,Standard Day,0,N/A (Offline),0,No,Debit Card,3,Not Returned,25,Fortnightly,2024,9,September,2024-09,Q3,Monday,35-44,False,False,False,False,2577.0,True,False
TXN508712,CUST000260,2024-05-13,59,Female,Chandigarh,Online,Nykaa,Clothing,Shorts,Adidas,Grey,L,1,866,7,Standard Day,40,Standard,6,No,Credit Card,2,Not Returned,4,Monthly,2024,5,May,2024-05,Q2,Monday,55-64,False,False,True,False,866.0,True,True
TXN508713,CUST000563,2023-10-11,20,Female,Lucknow,Offline,In-Store Purchase,Clothing,Shorts,Adidas,Brown,S,1,1056,16,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Not Returned,8,Monthly,2023,10,October,2023-10,Q4,Wednesday,18-24,False,False,False,True,1056.0,True,False
TXN508714,CUST002616,2024-05-14,64,Female,Delhi,Online,Myntra,Clothing,Saree,Max,Olive,L,2,10579,7,Standard Day,40,Standard,3,No,Credit Card,4,Not Returned,2,Quarterly,2024,5,May,2024-05,Q2,Tuesday,55-64,False,False,True,False,5289.5,True,True
TXN508715,CUST000712,2024-10-10,50,Female,Indore,Online,Nykaa,Clothing,Kurta,FabIndia,Brown,L,1,3409,10,Standard Day,0,Standard,6,Yes,Net Banking,4,Not Returned,1,Quarterly,2024,10,October,2024-10,Q4,Thursday,45-54,False,True,True,False,3409.0,True,False
TXN508716,CUST003251,2024-07-10,48,Male,Indore,Online,Amazon,Accessories,Sunglasses,Levis,White,Free Size,1,6796,11,Standard Day,0,Standard,6,No,Credit Card,2,Not Returned,15,Fortnightly,2024,7,July,2024-07,Q3,Wednesday,45-54,False,False,True,False,6796.0,True,False
TXN508717,CUST001326,2023-01-30,20,Female,Kochi,Offline,In-Store Purchase,Clothing,T-shirt,Puma,Green,M,1,857,18,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,3,Not Returned,20,Fortnightly,2023,1,January,2023-01,Q1,Monday,18-24,False,False,False,True,857.0,True,False
TXN508718,CUST000560,2023-12-07,48,Male,Kochi,Online,Ajio,Clothing,Saree,Max,Olive,L,1,5562,2,Standard Day,40,Standard,5,No,UPI,4,Returned,10,Monthly,2023,12,December,2023-12,Q4,Thursday,45-54,True,False,True,False,5562.0,True,True
TXN508719,CUST000095,2023-11-11,29,Male,Pune,Online,Amazon,Footwear,Slippers,Bata,Beige,6,1,485,13,Standard Day,60,Standard,3,No,UPI,3,Not Returned,39,Weekly,2023,11,November,2023-11,Q4,Saturday,25-34,False,False,True,False,485.0,True,True
TXN508720,CUST001802,2024-03-31,32,Male,Indore,Offline,In-Store Purchase,Clothing,Saree,Biba,Black,XL,1,3113,9,Standard Day,0,N/A (Offline),0,No,Cash,4,Not Returned,28,Fortnightly,2024,3,March,2024-03,Q1,Sunday,25-34,False,False,False,False,3113.0,True,False
TXN508721,CUST000749,2023-07-25,45,Male,Hyderabad,Online,Nykaa,Clothing,Shorts,Adidas,Blue,L,1,3258,7,Standard Day,60,Standard,7,No,Credit Card,2,Not Returned,21,Fortnightly,2023,7,July,2023-07,Q3,Tuesday,45-54,False,False,True,False,3258.0,True,True
TXN508722,CUST001059,2023-12-11,40,Male,Nagpur,Online,Meesho,Footwear,Sneakers,Puma,White,8,1,3100,2,Standard Day,0,Express,1,Yes,UPI,4,Not Returned,40,Weekly,2023,12,December,2023-12,Q4,Monday,35-44,False,True,True,False,3100.0,True,False
TXN508723,CUST000655,2023-09-06,31,Female,Kolkata,Online,Myntra,Accessories,Sunglasses,Wildcraft,Black,Free Size,2,2546,6,Standard Day,60,Express,1,No,Cash on Delivery,2,Not Returned,13,Monthly,2023,9,September,2023-09,Q3,Wednesday,25-34,False,False,True,False,1273.0,True,True
TXN508724,CUST001254,2024-12-20,55,Male,Jaipur,Online,Nykaa,Footwear,Sneakers,HRX,Olive,7,2,26604,8,Standard Day,0,Standard,3,No,Cash on Delivery,3,Not Returned,0,Rarely,2024,12,December,2024-12,Q4,Friday,55-64,False,False,True,False,13302.0,True,False
TXN508725,CUST001528,2024-04-27,54,Other,Jaipur,Online,Amazon,Clothing,Jacket,Puma,Red,S,1,6156,1,Standard Day,40,Express,1,No,UPI,4,Not Returned,0,Rarely,2024,4,April,2024-04,Q2,Saturday,45-54,False,False,True,False,6156.0,True,True
TXN508726,CUST002963,2023-04-01,39,Female,Kochi,Offline,In-Store Purchase,Footwear,Heels,Bata,Olive,8,3,3650,6,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,36,Weekly,2023,4,April,2023-04,Q2,Saturday,35-44,False,False,False,False,1216.6666666666667,True,False
TXN508727,CUST002271,2024-03-19,55,Male,Kolkata,Online,Ajio,Footwear,Running Shoes,Puma,Red,7,1,4233,5,Standard Day,0,Standard,3,No,UPI,5,Not Returned,1,Rarely,2024,3,March,2024-03,Q1,Tuesday,55-64,False,False,True,False,4233.0,True,False
TXN508728,CUST001626,2023-09-17,45,Female,Bangalore,Online,Meesho,Clothing,Hoodie,Nike,Blue,XXL,1,6879,7,Standard Day,60,Express,1,No,Credit Card,4,Not Returned,0,Rarely,2023,9,September,2023-09,Q3,Sunday,45-54,False,False,True,False,6879.0,True,True
TXN508729,CUST001686,2023-04-14,36,Male,Ahmedabad,Online,Flipkart,Footwear,Sandals,Bata,Red,10,1,1937,3,Standard Day,60,Standard,4,No,Credit Card,3,Not Returned,58,Weekly,2023,4,April,2023-04,Q2,Friday,35-44,False,False,True,False,1937.0,True,True
TXN508730,CUST002044,2023-03-23,60,Male,Lucknow,Online,Nykaa,Clothing,Jeans,Allen Solly,Black,XS,1,4460,8,Standard Day,99,Standard,7,No,UPI,2,Not Returned,22,Fortnightly,2023,3,March,2023-03,Q1,Thursday,55-64,False,False,True,False,4460.0,True,True
TXN508731,CUST001627,2023-06-05,26,Female,Nagpur,Offline,In-Store Purchase,Footwear,Sneakers,HRX,Navy,8,1,3194,9,Standard Day,0,N/A (Offline),0,Yes,Cash,3,Returned,26,Weekly,2023,6,June,2023-06,Q2,Monday,25-34,True,True,False,False,3194.0,True,False
TXN508732,CUST000326,2024-06-27,45,Male,Visakhapatnam,Online,Amazon,Clothing,Trousers,Allen Solly,Black,S,1,3355,0,Standard Day,0,Standard,4,No,Credit Card,4,Not Returned,2,Quarterly,2024,6,June,2024-06,Q2,Thursday,45-54,False,False,True,False,3355.0,False,False
TXN508733,CUST001241,2024-10-12,46,Female,Pune,Offline,In-Store Purchase,Clothing,Jeans,Roadster,Green,L,2,4932,12,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,4,Not Returned,26,Fortnightly,2024,10,October,2024-10,Q4,Saturday,45-54,False,False,False,True,2466.0,True,False
TXN508734,CUST002011,2023-06-14,48,Female,Bangalore,Online,Amazon,Footwear,Boots,Bata,Olive,10,2,2801,7,Standard Day,99,Same Day,0,No,Wallet,3,Returned,32,Weekly,2023,6,June,2023-06,Q2,Wednesday,45-54,True,False,True,False,1400.5,True,True
TXN508735,CUST003340,2024-07-15,31,Male,Nagpur,Offline,In-Store Purchase,Footwear,Boots,Zara,Green,6,3,22096,4,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,0,Rarely,2024,7,July,2024-07,Q3,Monday,25-34,False,False,False,False,7365.333333333333,True,False
TXN508736,CUST002574,2024-08-16,38,Female,Gurgaon,Online,Meesho,Clothing,Shorts,HRX,Grey,XXL,1,842,3,Standard Day,0,Standard,5,Yes,Debit Card,4,Not Returned,10,Fortnightly,2024,8,August,2024-08,Q3,Friday,35-44,False,True,True,False,842.0,True,False
TXN508737,CUST002068,2023-10-01,42,Male,Pune,Online,Amazon,Clothing,Jacket,Puma,Red,XXL,1,6025,12,Standard Day,40,Express,1,No,UPI,4,Not Returned,9,Monthly,2023,10,October,2023-10,Q4,Sunday,35-44,False,False,True,False,6025.0,True,True
TXN508738,CUST002584,2023-07-06,27,Male,Chennai,Online,Flipkart,Accessories,Socks,Fastrack,Grey,M,2,370,14,Standard Day,40,Same Day,0,No,UPI,3,Not Returned,0,Rarely,2023,7,July,2023-07,Q3,Thursday,25-34,False,False,True,False,185.0,True,True
TXN508739,CUST001189,2024-10-21,35,Male,Gurgaon,Online,Ajio,Clothing,Shorts,Puma,Blue,L,1,2732,2,Standard Day,0,Standard,7,No,UPI,3,Not Returned,9,Fortnightly,2024,10,October,2024-10,Q4,Monday,35-44,False,False,True,False,2732.0,True,False
TXN508740,CUST000916,2023-06-13,63,Male,Kochi,Offline,In-Store Purchase,Clothing,Kurta,Max,Olive,M,2,1909,6,Standard Day,0,N/A (Offline),0,Yes,Credit Card,3,Not Returned,21,Fortnightly,2023,6,June,2023-06,Q2,Tuesday,55-64,False,True,False,False,954.5,True,False
TXN508741,CUST001202,2024-10-07,54,Female,Mumbai,Online,Meesho,Footwear,Sneakers,HRX,White,8,1,11437,7,Standard Day,0,Standard,5,Yes,UPI,3,Not Returned,12,Fortnightly,2024,10,October,2024-10,Q4,Monday,45-54,False,True,True,False,11437.0,True,False
TXN508742,CUST001740,2023-02-06,36,Male,Chennai,Online,Meesho,Footwear,Running Shoes,Puma,Olive,6,1,14705,13,Standard Day,0,Standard,7,Yes,Cash on Delivery,3,Not Returned,0,Rarely,2023,2,February,2023-02,Q1,Monday,35-44,False,True,True,False,14705.0,True,False
TXN508743,CUST001551,2024-12-25,32,Female,Bhubaneswar,Online,Amazon,Clothing,Shirt,H&M,Blue,XXL,2,5597,5,Standard Day,0,Same Day,0,No,Debit Card,3,Not Returned,1,Rarely,2024,12,December,2024-12,Q4,Wednesday,25-34,False,False,True,False,2798.5,True,False
TXN508744,CUST000432,2024-12-26,49,Female,Mumbai,Online,Nykaa,Clothing,Kurta,Max,Red,XS,1,1829,7,Standard Day,0,Standard,4,Yes,UPI,3,Not Returned,14,Weekly,2024,12,December,2024-12,Q4,Thursday,45-54,False,True,True,False,1829.0,True,False
TXN508745,CUST001857,2023-06-08,32,Male,Bhubaneswar,Offline,In-Store Purchase,Accessories,Backpack,Tommy Hilfiger,Green,Free Size,1,8595,4,Standard Day,0,N/A (Offline),0,No,Debit Card,4,Not Returned,1,Rarely,2023,6,June,2023-06,Q2,Thursday,25-34,False,False,False,False,8595.0,True,False
TXN508746,CUST002183,2024-09-19,28,Male,Chennai,Online,Meesho,Clothing,T-shirt,Puma,Olive,L,1,715,6,Standard Day,0,Express,2,Yes,Cash on Delivery,5,Not Returned,0,Rarely,2024,9,September,2024-09,Q3,Thursday,25-34,False,True,True,False,715.0,True,False
TXN508747,CUST000119,2024-11-30,28,Female,Noida,Offline,In-Store Purchase,Footwear,Running Shoes,HRX,Red,6,3,5481,17,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,2,Returned,13,Fortnightly,2024,11,November,2024-11,Q4,Saturday,25-34,True,False,False,True,1827.0,True,False
TXN508748,CUST000280,2024-10-27,28,Female,Mumbai,Online,Ajio,Footwear,Sandals,Bata,Beige,8,3,1708,15,Standard Day,40,Express,2,Yes,Net Banking,3,Not Returned,1,Rarely,2024,10,October,2024-10,Q4,Sunday,25-34,False,True,True,False,569.3333333333334,True,True
TXN508749,CUST003425,2023-03-23,48,Male,Bangalore,Online,Meesho,Accessories,Cap,Tommy Hilfiger,Black,L,1,2422,0,Standard Day,40,Standard,5,No,Cash on Delivery,4,Not Returned,2,Quarterly,2023,3,March,2023-03,Q1,Thursday,45-54,False,False,True,False,2422.0,False,True
TXN508750,CUST002591,2024-09-15,62,Female,Pune,Online,Ajio,Footwear,Heels,Hush Puppies,Green,10,2,4244,1,Standard Day,40,Standard,3,No,Credit Card,3,Not Returned,6,Monthly,2024,9,September,2024-09,Q3,Sunday,55-64,False,False,True,False,2122.0,True,True
TXN508751,CUST002960,2024-10-17,63,Female,Nagpur,Online,Ajio,Clothing,Saree,Max,Beige,XL,1,2043,13,Standard Day,60,Same Day,0,No,Credit Card,3,Not Returned,0,Rarely,2024,10,October,2024-10,Q4,Thursday,55-64,False,False,True,False,2043.0,True,True
TXN508752,CUST001573,2024-03-25,56,Male,Bhubaneswar,Online,Flipkart,Footwear,Running Shoes,HRX,Beige,7,1,6811,8,Standard Day,40,Same Day,0,No,UPI,2,Not Returned,0,Rarely,2024,3,March,2024-03,Q1,Monday,55-64,False,False,True,False,6811.0,True,True
TXN508753,CUST003339,2024-05-09,40,Male,Ahmedabad,Online,Ajio,Accessories,Bag,Fastrack,Navy,Free Size,1,1892,12,Standard Day,60,Standard,3,No,Credit Card,3,Not Returned,30,Weekly,2024,5,May,2024-05,Q2,Thursday,35-44,False,False,True,False,1892.0,True,True
TXN508754,CUST001060,2023-02-08,18,Male,Chennai,Offline,In-Store Purchase,Clothing,Jacket,Nike,White,XS,1,3964,3,Standard Day,0,N/A (Offline),0,Yes,UPI,4,Not Returned,4,Quarterly,2023,2,February,2023-02,Q1,Wednesday,18-24,False,True,False,False,3964.0,True,False
TXN508755,CUST000737,2023-01-06,57,Female,Lucknow,Online,Amazon,Footwear,Running Shoes,HRX,Beige,9,1,10062,15,Standard Day,40,Standard,3,No,UPI,3,Not Returned,51,Weekly,2023,1,January,2023-01,Q1,Friday,55-64,False,False,True,False,10062.0,True,True
TXN508756,CUST001375,2023-08-13,49,Male,Visakhapatnam,Online,Meesho,Clothing,Shorts,Allen Solly,Brown,M,1,1101,10,Standard Day,40,Standard,4,No,Wallet,4,Not Returned,0,Rarely,2023,8,August,2023-08,Q3,Sunday,45-54,False,False,True,False,1101.0,True,True
TXN508757,CUST002352,2024-11-05,34,Female,Surat,Online,Myntra,Footwear,Boots,Hush Puppies,Brown,9,1,2959,13,Standard Day,0,Express,2,Yes,Debit Card,4,Returned,1,Rarely,2024,11,November,2024-11,Q4,Tuesday,25-34,True,True,True,False,2959.0,True,False
TXN508758,CUST000912,2024-01-07,19,Female,Jaipur,Online,Nykaa,Footwear,Running Shoes,Puma,Blue,7,1,17876,6,Standard Day,40,Express,2,No,UPI,4,Returned,22,Fortnightly,2024,1,January,2024-01,Q1,Sunday,18-24,True,False,True,False,17876.0,True,True
TXN508759,CUST003289,2023-10-22,47,Female,Jaipur,Online,Myntra,Footwear,Boots,Max,Olive,7,2,2723,5,Standard Day,0,Standard,4,No,Net Banking,3,Not Returned,1,Rarely,2023,10,October,2023-10,Q4,Sunday,45-54,False,False,True,False,1361.5,True,False
TXN508760,CUST001894,2023-06-12,33,Male,Kochi,Online,Nykaa,Clothing,Shirt,H&M,Beige,XXL,1,1495,2,Standard Day,0,Standard,7,Yes,UPI,2,Returned,0,Rarely,2023,6,June,2023-06,Q2,Monday,25-34,True,True,True,False,1495.0,True,False
TXN508761,CUST001389,2023-03-01,35,Male,Delhi,Online,Amazon,Accessories,Wallet,Puma,Beige,Free Size,2,5219,1,Standard Day,60,Express,2,No,Credit Card,4,Not Returned,0,Rarely,2023,3,March,2023-03,Q1,Wednesday,35-44,False,False,True,False,2609.5,True,True
TXN508762,CUST002551,2024-09-04,25,Male,Surat,Online,Myntra,Footwear,Boots,Zara,Navy,7,1,6098,11,Standard Day,40,Express,1,No,UPI,4,Not Returned,3,Quarterly,2024,9,September,2024-09,Q3,Wednesday,25-34,False,False,True,False,6098.0,True,True
TXN508763,CUST001897,2024-12-03,24,Other,Pune,Online,Ajio,Clothing,Shirt,Levis,Grey,XL,1,3393,1,Standard Day,0,Standard,6,No,Cash on Delivery,3,Not Returned,1,Rarely,2024,12,December,2024-12,Q4,Tuesday,18-24,False,False,True,False,3393.0,True,False
TXN508764,CUST001957,2023-07-04,31,Male,Bhubaneswar,Offline,In-Store Purchase,Clothing,Dress,Zara,White,L,1,1958,6,Standard Day,0,N/A (Offline),0,Yes,UPI,4,Not Returned,6,Quarterly,2023,7,July,2023-07,Q3,Tuesday,25-34,False,True,False,False,1958.0,True,False
TXN508765,CUST003334,2024-03-08,34,Male,Kolkata,Online,Amazon,Clothing,T-shirt,Adidas,Grey,L,2,2744,6,Standard Day,0,Standard,4,Yes,Debit Card,5,Not Returned,41,Weekly,2024,3,March,2024-03,Q1,Friday,25-34,False,True,True,False,1372.0,True,False
TXN508766,CUST001594,2024-04-12,48,Female,Delhi,Online,Ajio,Clothing,T-shirt,Puma,Brown,L,1,555,3,Standard Day,60,Standard,7,No,Credit Card,3,Not Returned,1,Rarely,2024,4,April,2024-04,Q2,Friday,45-54,False,False,True,False,555.0,True,True
TXN508767,CUST001586,2024-03-10,21,Female,Jaipur,Online,Meesho,Clothing,Jacket,Puma,Grey,S,2,9993,15,Standard Day,40,Express,1,No,Wallet,4,Not Returned,15,Fortnightly,2024,3,March,2024-03,Q1,Sunday,18-24,False,False,True,False,4996.5,True,True
TXN508768,CUST002431,2023-06-21,51,Female,Delhi,Online,Amazon,Clothing,T-shirt,Roadster,Grey,XS,1,264,7,Standard Day,40,Standard,5,No,UPI,2,Not Returned,17,Weekly,2023,6,June,2023-06,Q2,Wednesday,45-54,False,False,True,False,264.0,True,True
TXN508769,CUST001815,2024-06-21,45,Female,Bangalore,Online,Myntra,Clothing,T-shirt,Roadster,Blue,L,3,3372,5,Standard Day,0,Standard,4,No,Credit Card,3,Not Returned,34,Weekly,2024,6,June,2024-06,Q2,Friday,45-54,False,False,True,False,1124.0,True,False
TXN508770,CUST003051,2023-10-25,32,Female,Indore,Online,Meesho,Accessories,Cap,Tommy Hilfiger,Navy,Free Size,1,1280,9,Standard Day,60,Standard,4,No,Cash on Delivery,5,Not Returned,0,Rarely,2023,10,October,2023-10,Q4,Wednesday,25-34,False,False,True,False,1280.0,True,True
TXN508771,CUST000318,2023-12-27,61,Male,Mumbai,Offline,In-Store Purchase,Accessories,Belt,Fastrack,Grey,M,1,1302,7,Standard Day,0,N/A (Offline),0,Yes,UPI,3,Not Returned,0,Rarely,2023,12,December,2023-12,Q4,Wednesday,55-64,False,True,False,False,1302.0,True,False
TXN508772,CUST002820,2024-06-11,35,Female,Hyderabad,Online,Flipkart,Footwear,Formal Shoes,Bata,Olive,8,1,920,4,Standard Day,40,Standard,6,No,Cash on Delivery,1,Returned,23,Weekly,2024,6,June,2024-06,Q2,Tuesday,35-44,True,False,True,False,920.0,True,True
TXN508773,CUST002026,2024-10-02,25,Other,Hyderabad,Online,Flipkart,Clothing,T-shirt,Adidas,White,XL,2,3828,7,Standard Day,0,Standard,5,No,UPI,5,Returned,19,Fortnightly,2024,10,October,2024-10,Q4,Wednesday,25-34,True,False,True,False,1914.0,True,False
TXN508774,CUST001815,2024-06-30,45,Female,Bangalore,Online,Flipkart,Footwear,Formal Shoes,Hush Puppies,White,10,1,7277,13,Standard Day,60,Standard,4,No,UPI,4,Not Returned,51,Weekly,2024,6,June,2024-06,Q2,Sunday,45-54,False,False,True,False,7277.0,True,True
TXN508775,CUST002680,2024-01-22,40,Male,Bangalore,Offline,In-Store Purchase,Accessories,Belt,Levis,Blue,Free Size,1,748,11,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,13,Monthly,2024,1,January,2024-01,Q1,Monday,35-44,False,True,False,True,748.0,True,False
